MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_VELOCITY,68.5270000,1.2752045,-1.0121360,0.0636028
MsgID.GLOBAL_POSITION,0.0000000,-122.3974977,37.7929605,5.0220000
MsgID.LOCAL_VELOCITY,0.0000000,1.5700000,-0.7800000,0.1900000
MsgID.LOCAL_POSITION,68.7770000,53.3470650,-3.9528856,-5.0225592
MsgID.LOCAL_VELOCITY,68.7770000,1.5737208,-0.7830459,0.1955743
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974994,37.7929641,5.0210000
MsgID.LOCAL_VELOCITY,0.0000000,1.4200000,-0.7700000,0.2200000
MsgID.LOCAL_POSITION,69.0270000,53.7403297,-4.1020379,-5.0210905
MsgID.LOCAL_VELOCITY,69.0270000,1.4243350,-0.7702068,0.2249751
MsgID.GLOBAL_POSITION,0.0000000,-122.3975005,37.7929671,5.0110000
MsgID.LOCAL_VELOCITY,0.0000000,1.2000000,-1.1900000,0.2000000
MsgID.LOCAL_POSITION,69.2770000,54.0752258,-4.1961169,-5.0110798
MsgID.LOCAL_VELOCITY,69.2770000,1.2043128,-1.1975386,0.2086491
MsgID.GLOBAL_POSITION,0.0000000,-122.3975040,37.7929689,5.0100000
MsgID.LOCAL_VELOCITY,0.0000000,1.5300000,-1.3100000,0.1000000
MsgID.LOCAL_POSITION,69.5270000,54.2723885,-4.5103269,-5.0103750
MsgID.LOCAL_VELOCITY,69.5270000,1.5336870,-1.3160223,0.1052692
MsgID.GLOBAL_POSITION,0.0000000,-122.3975094,37.7929730,5.0030000
MsgID.LOCAL_VELOCITY,0.0000000,1.4300000,-1.5000000,0.1100000
MsgID.LOCAL_POSITION,69.7770000,54.7288971,-4.9886994,-5.0038476
MsgID.LOCAL_VELOCITY,69.7770000,1.4304588,-1.5078322,0.1108487
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975147,37.7929762,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.9300000,-1.6600000,0.0900000
MsgID.LOCAL_POSITION,70.0280000,55.0888596,-5.4587550,-4.9900599
MsgID.LOCAL_VELOCITY,70.0280000,0.9336371,-1.6699387,0.0961767
MsgID.GLOBAL_POSITION,0.0000000,-122.3975174,37.7929767,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,0.6200000,-1.3100000,0.0000000
MsgID.LOCAL_POSITION,70.2780000,55.1477203,-5.7048335,-4.9871058
MsgID.LOCAL_VELOCITY,70.2780000,0.6273512,-1.3154756,0.0087084
MsgID.GLOBAL_POSITION,0.0000000,-122.3975203,37.7929785,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,1.1500000,-1.2300000,-0.0300000
MsgID.LOCAL_POSITION,70.5280000,55.3408051,-5.9620471,-4.9933872
MsgID.LOCAL_VELOCITY,70.5280000,1.1596904,-1.2394832,-0.0397693
MsgID.GLOBAL_POSITION,0.0000000,-122.3975245,37.7929827,4.9960000
MsgID.LOCAL_VELOCITY,0.0000000,1.2400000,-1.5400000,-0.0400000
MsgID.LOCAL_POSITION,70.7780000,55.8036880,-6.3349786,-4.9966307
MsgID.LOCAL_VELOCITY,70.7780000,1.2457925,-1.5443742,-0.0493684
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975300,37.7929839,4.9790000
MsgID.LOCAL_VELOCITY,0.0000000,1.0500000,-1.3500000,-0.0200000
MsgID.LOCAL_POSITION,71.0280000,55.9379845,-6.8257418,-4.9799743
MsgID.LOCAL_VELOCITY,71.0280000,1.0530373,-1.3554003,-0.0207262
MsgID.GLOBAL_POSITION,0.0000000,-122.3975324,37.7929881,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,1.5200000,-0.7900000,-0.1100000
MsgID.LOCAL_POSITION,71.2780000,56.4054947,-7.0342255,-4.9761391
MsgID.LOCAL_VELOCITY,71.2780000,1.5273046,-0.7957778,-0.1197804
MsgID.GLOBAL_POSITION,0.0000000,-122.3975326,37.7929924,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,1.3900000,-0.8200000,-0.1400000
MsgID.LOCAL_POSITION,71.5280000,56.8901634,-7.0562010,-4.9815593
MsgID.LOCAL_VELOCITY,71.5280000,1.3902419,-0.8283494,-0.1466780
MsgID.GLOBAL_POSITION,0.0000000,-122.3975370,37.7929939,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,1.0100000,-1.2400000,-0.1400000
MsgID.LOCAL_POSITION,71.7780000,57.0552711,-7.4453731,-4.9939322
MsgID.LOCAL_VELOCITY,71.7780000,1.0190551,-1.2456831,-0.1468234
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975403,37.7929966,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,1.3900000,-1.1300000,-0.0800000
MsgID.LOCAL_POSITION,72.0280000,57.3559532,-7.7329679,-4.9892583
MsgID.LOCAL_VELOCITY,72.0280000,1.3978670,-1.1312442,-0.0814458
MsgID.GLOBAL_POSITION,0.0000000,-122.3975431,37.7930004,4.9700000
MsgID.LOCAL_VELOCITY,0.0000000,1.3400000,-1.1900000,-0.0700000
MsgID.LOCAL_POSITION,72.2790000,57.7791824,-7.9841375,-4.9705572
MsgID.LOCAL_VELOCITY,72.2790000,1.3401666,-1.1954008,-0.0718816
MsgID.GLOBAL_POSITION,0.0000000,-122.3975471,37.7930029,4.9720000
MsgID.LOCAL_VELOCITY,0.0000000,0.7800000,-1.5200000,-0.1900000
MsgID.LOCAL_POSITION,72.5290000,58.0501518,-8.3373861,-4.9728370
MsgID.LOCAL_VELOCITY,72.5290000,0.7829903,-1.5292263,-0.1956811
MsgID.GLOBAL_POSITION,0.0000000,-122.3975513,37.7930047,4.9940000
MsgID.LOCAL_VELOCITY,0.0000000,0.6000000,-1.3500000,-0.1400000
MsgID.LOCAL_POSITION,72.7790000,58.2553711,-8.7160645,-4.9947877
MsgID.LOCAL_VELOCITY,72.7790000,0.6047173,-1.3516618,-0.1447075
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975547,37.7930071,4.9980000
MsgID.LOCAL_VELOCITY,0.0000000,1.0500000,-1.2800000,-0.0200000
MsgID.LOCAL_POSITION,73.0290000,58.5188332,-9.0190458,-4.9980206
MsgID.LOCAL_VELOCITY,73.0290000,1.0547911,-1.2864550,-0.0279199
MsgID.GLOBAL_POSITION,0.0000000,-122.3975579,37.7930085,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,1.0100000,-1.5000000,0.0000000
MsgID.LOCAL_POSITION,73.2790000,58.6713104,-9.3030415,-5.0028243
MsgID.LOCAL_VELOCITY,73.2790000,1.0126773,-1.5044920,-0.0092515
MsgID.GLOBAL_POSITION,0.0000000,-122.3975613,37.7930088,5.0110000
MsgID.LOCAL_VELOCITY,0.0000000,1.0900000,-1.3700000,0.0900000
MsgID.LOCAL_POSITION,73.5290000,58.7128372,-9.6053066,-5.0110250
MsgID.LOCAL_VELOCITY,73.5290000,1.0960799,-1.3753699,0.0948134
MsgID.LOCAL_POSITION,73.7790000,59.2960587,-10.0861225,-5.0155697
MsgID.LOCAL_VELOCITY,73.7790000,1.8428148,-0.9655427,0.0733484
MsgID.GLOBAL_POSITION,0.0000000,-122.3975667,37.7930141,5.0150000
MsgID.LOCAL_VELOCITY,0.0000000,1.8400000,-0.9600000,0.0700000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975692,37.7930183,5.0150000
MsgID.LOCAL_VELOCITY,0.0000000,1.6600000,-0.7800000,0.1700000
MsgID.LOCAL_POSITION,74.0290000,59.7613068,-10.3047705,-5.0154185
MsgID.LOCAL_VELOCITY,74.0290000,1.6628978,-0.7820830,0.1754996
MsgID.GLOBAL_POSITION,0.0000000,-122.3975725,37.7930207,5.0080000
MsgID.LOCAL_VELOCITY,0.0000000,1.2400000,-1.0000000,0.1500000
MsgID.LOCAL_POSITION,74.2790000,60.0368614,-10.5980406,-5.0088539
MsgID.LOCAL_VELOCITY,74.2790000,1.2473377,-1.0049850,0.1603464
MsgID.GLOBAL_POSITION,0.0000000,-122.3975757,37.7930251,5.0070000
MsgID.LOCAL_VELOCITY,0.0000000,1.5500000,-0.8600000,0.1100000
MsgID.LOCAL_POSITION,74.5290000,60.5169907,-10.8824844,-5.0072193
MsgID.LOCAL_VELOCITY,74.5290000,1.5548939,-0.8650059,0.1105842
MsgID.GLOBAL_POSITION,0.0000000,-122.3975761,37.7930273,4.9950000
MsgID.LOCAL_VELOCITY,0.0000000,1.2100000,-0.9600000,0.1000000
MsgID.LOCAL_POSITION,74.7790000,60.7670937,-10.9213276,-4.9955125
MsgID.LOCAL_VELOCITY,74.7790000,1.2175900,-0.9643990,0.1002878
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975807,37.7930292,4.9920000
MsgID.LOCAL_VELOCITY,0.0000000,0.6900000,-1.4500000,0.0100000
MsgID.LOCAL_POSITION,75.0290000,60.9742889,-11.3281927,-4.9929833
MsgID.LOCAL_VELOCITY,75.0290000,0.6908543,-1.4524806,0.0119945
MsgID.GLOBAL_POSITION,0.0000000,-122.3975839,37.7930303,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.6900000,-1.3300000,0.0400000
MsgID.LOCAL_POSITION,75.2800000,61.0987434,-11.6113911,-4.9904609
MsgID.LOCAL_VELOCITY,75.2800000,0.6958672,-1.3367538,0.0439055
MsgID.GLOBAL_POSITION,0.0000000,-122.3975859,37.7930336,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,1.2700000,-1.3700000,-0.0100000
MsgID.LOCAL_POSITION,75.5300000,61.4684715,-11.7873020,-4.9904513
MsgID.LOCAL_VELOCITY,75.5300000,1.2700988,-1.3767940,-0.0150322
MsgID.GLOBAL_POSITION,0.0000000,-122.3975921,37.7930362,5.0040000
MsgID.LOCAL_VELOCITY,0.0000000,1.1500000,-1.7300000,-0.0200000
MsgID.LOCAL_POSITION,75.7800000,61.7540894,-12.3448792,-5.0049171
MsgID.LOCAL_VELOCITY,75.7800000,1.1528720,-1.7382766,-0.0204862
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975949,37.7930368,5.0070000
MsgID.LOCAL_VELOCITY,0.0000000,1.0000000,-1.5000000,0.0700000
MsgID.LOCAL_POSITION,76.0300000,61.8145866,-12.5937786,-5.0071192
MsgID.LOCAL_VELOCITY,76.0300000,1.0027416,-1.5023611,0.0753246
MsgID.GLOBAL_POSITION,0.0000000,-122.3976002,37.7930419,5.0050000
MsgID.LOCAL_VELOCITY,0.0000000,1.6400000,-1.0300000,0.0800000
MsgID.LOCAL_POSITION,76.2800000,62.3864861,-13.0651436,-5.0054517
MsgID.LOCAL_VELOCITY,76.2800000,1.6492283,-1.0319607,0.0836797
MsgID.GLOBAL_POSITION,0.0000000,-122.3976031,37.7930457,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,1.5100000,-0.8300000,0.1200000
MsgID.LOCAL_POSITION,76.5300000,62.8096046,-13.3171787,-5.0092025
MsgID.LOCAL_VELOCITY,76.5300000,1.5129083,-0.8333874,0.1281676
MsgID.GLOBAL_POSITION,0.0000000,-122.3976051,37.7930491,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,1.1500000,-1.0300000,0.1000000
MsgID.LOCAL_POSITION,76.7800000,63.1870117,-13.4934845,-5.0021906
MsgID.LOCAL_VELOCITY,76.7800000,1.1532747,-1.0326120,0.1034827
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976096,37.7930518,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,1.4000000,-1.3300000,0.0300000
MsgID.LOCAL_POSITION,77.0300000,63.4827576,-13.8963947,-5.0024834
MsgID.LOCAL_VELOCITY,77.0300000,1.4015491,-1.3350420,0.0366819
MsgID.GLOBAL_POSITION,0.0000000,-122.3976131,37.7930544,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,1.1800000,-1.6600000,0.1200000
MsgID.LOCAL_POSITION,77.2800000,63.7701416,-14.2092476,-5.0099726
MsgID.LOCAL_VELOCITY,77.2800000,1.1819633,-1.6615087,0.1228261
MsgID.GLOBAL_POSITION,0.0000000,-122.3976160,37.7930558,4.9980000
MsgID.LOCAL_VELOCITY,0.0000000,1.0200000,-1.5400000,0.0500000
MsgID.LOCAL_POSITION,77.5300000,63.9321785,-14.4680567,-4.9980664
MsgID.LOCAL_VELOCITY,77.5300000,1.0289094,-1.5438708,0.0531487
MsgID.GLOBAL_POSITION,0.0000000,-122.3976226,37.7930584,4.9980000
MsgID.LOCAL_VELOCITY,0.0000000,1.5500000,-1.1700000,0.0400000
MsgID.LOCAL_POSITION,77.7800000,64.2248459,-15.0530481,-4.9985547
MsgID.LOCAL_VELOCITY,77.7800000,1.5546952,-1.1733183,0.0438116
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976242,37.7930633,4.9880000
MsgID.LOCAL_VELOCITY,0.0000000,1.5400000,-1.0300000,0.0400000
MsgID.LOCAL_POSITION,78.0300000,64.7622070,-15.1962538,-4.9884844
MsgID.LOCAL_VELOCITY,78.0300000,1.5408834,-1.0376079,0.0406251
MsgID.GLOBAL_POSITION,0.0000000,-122.3976286,37.7930654,4.9940000
MsgID.LOCAL_VELOCITY,0.0000000,1.2600000,-1.2200000,-0.0100000
MsgID.LOCAL_POSITION,78.2810000,64.9954376,-15.5830078,-4.9942741
MsgID.LOCAL_VELOCITY,78.2810000,1.2628371,-1.2215183,-0.0193707
MsgID.GLOBAL_POSITION,0.0000000,-122.3976326,37.7930673,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,1.5700000,-1.0000000,-0.0800000
MsgID.LOCAL_POSITION,78.5310000,65.2114258,-15.9398460,-5.0002294
MsgID.LOCAL_VELOCITY,78.5310000,1.5745292,-1.0006998,-0.0819400
MsgID.GLOBAL_POSITION,0.0000000,-122.3976340,37.7930731,4.9950000
MsgID.LOCAL_VELOCITY,0.0000000,1.5200000,-0.9800000,-0.0300000
MsgID.LOCAL_POSITION,78.7810000,65.8546295,-16.0662670,-4.9954662
MsgID.LOCAL_VELOCITY,78.7810000,1.5197198,-0.9854239,-0.0343998
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976355,37.7930758,4.9850000
MsgID.LOCAL_VELOCITY,0.0000000,1.1400000,-1.3200000,-0.0900000
MsgID.LOCAL_POSITION,79.0310000,66.1546402,-16.1971283,-4.9855766
MsgID.LOCAL_VELOCITY,79.0310000,1.1481913,-1.3294691,-0.0984444
MsgID.GLOBAL_POSITION,0.0000000,-122.3976390,37.7930772,4.9800000
MsgID.LOCAL_VELOCITY,0.0000000,1.3500000,-1.3700000,-0.0800000
MsgID.LOCAL_POSITION,79.2810000,66.3145828,-16.5080032,-4.9808459
MsgID.LOCAL_VELOCITY,79.2810000,1.3518398,-1.3786271,-0.0847316
MsgID.GLOBAL_POSITION,0.0000000,-122.3976445,37.7930794,4.9680000
MsgID.LOCAL_VELOCITY,0.0000000,1.3300000,-1.4800000,-0.1800000
MsgID.LOCAL_POSITION,79.5310000,66.5525742,-17.0014248,-4.9688582
MsgID.LOCAL_VELOCITY,79.5310000,1.3339149,-1.4881786,-0.1867629
MsgID.GLOBAL_POSITION,0.0000000,-122.3976505,37.7930837,4.9740000
MsgID.LOCAL_VELOCITY,0.0000000,1.0000000,-1.6200000,-0.1600000
MsgID.LOCAL_POSITION,79.7810000,67.0362701,-17.5315857,-4.9749198
MsgID.LOCAL_VELOCITY,79.7810000,1.0012579,-1.6298782,-0.1671047
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976523,37.7930862,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,0.7400000,-1.2100000,-0.2400000
MsgID.LOCAL_POSITION,80.0310000,67.3099899,-17.6912785,-4.9810352
MsgID.LOCAL_VELOCITY,80.0310000,0.7440730,-1.2169371,-0.2480477
MsgID.GLOBAL_POSITION,0.0000000,-122.3976549,37.7930876,4.9850000
MsgID.LOCAL_VELOCITY,0.0000000,1.0300000,-1.2800000,-0.1200000
MsgID.LOCAL_POSITION,80.2810000,67.4677200,-17.9245701,-4.9854231
MsgID.LOCAL_VELOCITY,80.2810000,1.0368313,-1.2820756,-0.1299579
MsgID.GLOBAL_POSITION,0.0000000,-122.3976600,37.7930884,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,1.0300000,-1.6000000,-0.1700000
MsgID.LOCAL_POSITION,80.5310000,67.5494919,-18.3793468,-4.9907999
MsgID.LOCAL_VELOCITY,80.5310000,1.0394098,-1.6034572,-0.1705969
MsgID.GLOBAL_POSITION,0.0000000,-122.3976648,37.7930907,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,1.2200000,-1.3400000,-0.0600000
MsgID.LOCAL_POSITION,80.7810000,67.8098831,-18.8022385,-4.9972978
MsgID.LOCAL_VELOCITY,80.7810000,1.2262762,-1.3437093,-0.0611981
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976682,37.7930947,5.0130000
MsgID.LOCAL_VELOCITY,0.0000000,1.7900000,-0.8400000,0.0000000
MsgID.LOCAL_POSITION,81.0310000,68.2523193,-19.1065254,-5.0133071
MsgID.LOCAL_VELOCITY,81.0310000,1.7918977,-0.8430967,-0.0089750
MsgID.GLOBAL_POSITION,0.0000000,-122.3976689,37.7931010,5.0190000
MsgID.LOCAL_VELOCITY,0.0000000,1.9100000,-0.3000000,0.1200000
MsgID.LOCAL_POSITION,81.2820000,68.9571152,-19.1680012,-5.0193081
MsgID.LOCAL_VELOCITY,81.2820000,1.9123570,-0.3073663,0.1238057
MsgID.GLOBAL_POSITION,0.0000000,-122.3976695,37.7931038,5.0130000
MsgID.LOCAL_VELOCITY,0.0000000,1.9700000,0.0000000,0.2300000
MsgID.LOCAL_POSITION,81.5320000,69.2631454,-19.2199287,-5.0135489
MsgID.LOCAL_VELOCITY,81.5320000,1.9708107,-0.0007953,0.2393218
MsgID.GLOBAL_POSITION,0.0000000,-122.3976691,37.7931068,5.0170000
MsgID.LOCAL_VELOCITY,0.0000000,1.9400000,0.2100000,0.0900000
MsgID.LOCAL_POSITION,81.7820000,69.5948944,-19.1898041,-5.0173159
MsgID.LOCAL_VELOCITY,81.7820000,1.9484124,0.2181017,0.0958570
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976674,37.7931126,5.0250000
MsgID.LOCAL_VELOCITY,0.0000000,2.2900000,0.2700000,0.1500000
MsgID.LOCAL_POSITION,82.0320000,70.2367554,-19.0329628,-5.0259156
MsgID.LOCAL_VELOCITY,82.0320000,2.2942519,0.2742260,0.1545983
MsgID.GLOBAL_POSITION,0.0000000,-122.3976672,37.7931191,5.0220000
MsgID.LOCAL_VELOCITY,0.0000000,2.1900000,0.1600000,0.2300000
MsgID.LOCAL_POSITION,82.2820000,70.9680252,-19.0181808,-5.0220499
MsgID.LOCAL_VELOCITY,82.2820000,2.1956189,0.1691563,0.2393201
MsgID.GLOBAL_POSITION,0.0000000,-122.3976690,37.7931240,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,2.0800000,0.1000000,0.2100000
MsgID.LOCAL_POSITION,82.5320000,71.5106430,-19.1731720,-5.0002413
MsgID.LOCAL_VELOCITY,82.5320000,2.0808506,0.1045099,0.2100883
MsgID.GLOBAL_POSITION,0.0000000,-122.3976685,37.7931275,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,1.7800000,0.1900000,0.0200000
MsgID.LOCAL_POSITION,82.7820000,71.8952103,-19.1304684,-4.9937634
MsgID.LOCAL_VELOCITY,82.7820000,1.7856563,0.1902310,0.0232277
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976686,37.7931301,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,1.9300000,0.2200000,0.0000000
MsgID.LOCAL_POSITION,83.0320000,72.1855164,-19.1389618,-4.9975796
MsgID.LOCAL_VELOCITY,83.0320000,1.9315799,0.2236478,-0.0039169
MsgID.GLOBAL_POSITION,0.0000000,-122.3976669,37.7931357,4.9780000
MsgID.LOCAL_VELOCITY,0.0000000,2.0500000,0.2100000,-0.0400000
MsgID.LOCAL_POSITION,83.2820000,72.8147354,-18.9928360,-4.9787130
MsgID.LOCAL_VELOCITY,83.2820000,2.0547843,0.2197459,-0.0452713
MsgID.GLOBAL_POSITION,0.0000000,-122.3976657,37.7931407,4.9770000
MsgID.LOCAL_VELOCITY,0.0000000,2.2100000,0.1000000,-0.1800000
MsgID.LOCAL_POSITION,83.5320000,73.3684692,-18.8815155,-4.9775834
MsgID.LOCAL_VELOCITY,83.5320000,2.2149789,0.1067248,-0.1814386
MsgID.GLOBAL_POSITION,0.0000000,-122.3976667,37.7931457,4.9850000
MsgID.LOCAL_VELOCITY,0.0000000,1.9800000,-0.0500000,-0.1800000
MsgID.LOCAL_POSITION,83.7820000,73.9195938,-18.9743462,-4.9852304
MsgID.LOCAL_VELOCITY,83.7820000,1.9831026,-0.0508183,-0.1828756
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976675,37.7931499,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,2.0100000,-0.0500000,-0.1100000
MsgID.LOCAL_POSITION,84.0320000,74.3889084,-19.0474319,-4.9894476
MsgID.LOCAL_VELOCITY,84.0320000,2.0134768,-0.0582302,-0.1189239
MsgID.GLOBAL_POSITION,0.0000000,-122.3976669,37.7931545,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,1.8900000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,84.2830000,74.9013977,-18.9885693,-4.9871120
MsgID.LOCAL_VELOCITY,84.2830000,1.8963623,0.0039480,-0.0617629
MsgID.GLOBAL_POSITION,0.0000000,-122.3976669,37.7931585,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,2.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,84.5330000,75.3472519,-18.9921875,-5.0016460
MsgID.LOCAL_VELOCITY,84.5330000,2.0041013,0.0039223,-0.0687835
MsgID.GLOBAL_POSITION,0.0000000,-122.3976644,37.7931632,5.0130000
MsgID.LOCAL_VELOCITY,0.0000000,1.9200000,-0.0300000,0.0600000
MsgID.LOCAL_POSITION,84.7830000,75.8698425,-18.7668896,-5.0134506
MsgID.LOCAL_VELOCITY,84.7830000,1.9213185,-0.0313138,0.0663320
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976652,37.7931684,5.0070000
MsgID.LOCAL_VELOCITY,0.0000000,2.0300000,-0.1900000,0.0700000
MsgID.LOCAL_POSITION,85.0330000,76.4381638,-18.8406143,-5.0073495
MsgID.LOCAL_VELOCITY,85.0330000,2.0390697,-0.1951149,0.0779970
MsgID.GLOBAL_POSITION,0.0000000,-122.3976658,37.7931733,5.0150000
MsgID.LOCAL_VELOCITY,0.0000000,1.8600000,-0.2400000,0.1300000
MsgID.LOCAL_POSITION,85.2830000,76.9868393,-18.8953915,-5.0156879
MsgID.LOCAL_VELOCITY,85.2830000,1.8660531,-0.2431412,0.1373628
MsgID.GLOBAL_POSITION,0.0000000,-122.3976650,37.7931759,5.0120000
MsgID.LOCAL_VELOCITY,0.0000000,1.8900000,-0.2200000,0.1400000
MsgID.LOCAL_POSITION,85.5330000,77.2742157,-18.8243484,-5.0122190
MsgID.LOCAL_VELOCITY,85.5330000,1.8945571,-0.2214734,0.1485805
MsgID.GLOBAL_POSITION,0.0000000,-122.3976677,37.7931793,5.0100000
MsgID.LOCAL_VELOCITY,0.0000000,1.9300000,-0.2300000,0.1300000
MsgID.LOCAL_POSITION,85.7830000,77.6521301,-19.0641212,-5.0104260
MsgID.LOCAL_VELOCITY,85.7830000,1.9355804,-0.2357468,0.1345584
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3976690,37.7931849,5.0120000
MsgID.LOCAL_VELOCITY,0.0000000,2.2600000,-0.0700000,0.0700000
MsgID.LOCAL_POSITION,86.0330000,78.2715683,-19.1732693,-5.0124693
MsgID.LOCAL_VELOCITY,86.0330000,2.2642307,-0.0786295,0.0731138
MsgID.GLOBAL_POSITION,0.0000000,-122.3976700,37.7931913,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,2.1300000,0.1300000,0.1400000
MsgID.LOCAL_POSITION,86.2830000,78.9827652,-19.2689304,-4.9996243
MsgID.LOCAL_VELOCITY,86.2830000,2.1352930,0.1325974,0.1448206
MsgID.GLOBAL_POSITION,0.0000000,-122.3976692,37.7931936,4.9850000
MsgID.LOCAL_VELOCITY,0.0000000,2.0400000,0.3000000,-0.0200000
MsgID.LOCAL_POSITION,86.5330000,79.2378311,-19.1946239,-4.9854445
MsgID.LOCAL_VELOCITY,86.5330000,2.0427363,0.3075049,-0.0273758
MsgID.LOCAL_POSITION,86.7830000,79.8181076,-19.0065937,-4.9931169
MsgID.LOCAL_VELOCITY,86.7830000,1.6347136,-0.1479668,-0.0291819
MsgID.GLOBAL_POSITION,0.0000000,-122.3976671,37.7931988,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,1.6300000,-0.1400000,-0.0200000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,87.0330000,80.1867523,-19.1385689,-4.9891815
MsgID.LOCAL_VELOCITY,87.0330000,0.9694008,-1.0127776,-0.0956335
MsgID.GLOBAL_POSITION,0.0000000,-122.3976686,37.7932021,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.9600000,-1.0100000,-0.0900000
MsgID.LOCAL_POSITION,87.2830000,80.2954712,-19.5338001,-4.9908075
MsgID.LOCAL_VELOCITY,87.2830000,0.1985741,-1.8227967,-0.1575875
MsgID.GLOBAL_POSITION,0.0000000,-122.3976730,37.7932031,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.1900000,-1.8200000,-0.1500000
