MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_VELOCITY,0.0000000,1.9200000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,49.7700000,16.8038063,0.0513814,-4.9640636
MsgID.LOCAL_VELOCITY,49.7700000,1.9223044,-0.0089032,0.0033343
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7926365,4.9650000
MsgID.LOCAL_VELOCITY,0.0000000,2.0400000,-0.0600000,0.0300000
MsgID.LOCAL_POSITION,50.0200000,17.3386402,0.1852572,-4.9658604
MsgID.LOCAL_VELOCITY,50.0200000,2.0497837,-0.0674230,0.0314015
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7926409,4.9670000
MsgID.LOCAL_VELOCITY,0.0000000,1.9400000,-0.1700000,0.0500000
MsgID.LOCAL_POSITION,50.2700000,17.8365231,0.1534791,-4.9670844
MsgID.LOCAL_VELOCITY,50.2700000,1.9404995,-0.1797307,0.0543961
MsgID.GLOBAL_POSITION,0.0000000,-122.3974535,37.7926454,4.9650000
MsgID.LOCAL_VELOCITY,0.0000000,2.0300000,-0.2100000,0.0300000
MsgID.LOCAL_POSITION,50.5200000,18.3271198,-0.0228748,-4.9651885
MsgID.LOCAL_VELOCITY,50.5200000,2.0360963,-0.2133213,0.0341297
MsgID.GLOBAL_POSITION,0.0000000,-122.3974551,37.7926481,4.9660000
MsgID.LOCAL_VELOCITY,0.0000000,1.9200000,-0.0900000,0.0000000
MsgID.LOCAL_POSITION,50.7700000,18.6258850,-0.1672308,-4.9667096
MsgID.LOCAL_VELOCITY,50.7700000,1.9282390,-0.0974740,-0.0016621
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974564,37.7926532,4.9600000
MsgID.LOCAL_VELOCITY,0.0000000,2.2300000,0.1200000,-0.0300000
MsgID.LOCAL_POSITION,51.0200000,19.1998482,-0.2811093,-4.9607863
MsgID.LOCAL_VELOCITY,51.0200000,2.2338774,0.1288958,-0.0328997
MsgID.GLOBAL_POSITION,0.0000000,-122.3974557,37.7926579,4.9620000
MsgID.LOCAL_VELOCITY,0.0000000,2.1700000,0.3000000,-0.0300000
MsgID.LOCAL_POSITION,51.2700000,19.7253361,-0.2192194,-4.9625955
MsgID.LOCAL_VELOCITY,51.2700000,2.1792991,0.3044137,-0.0326078
MsgID.GLOBAL_POSITION,0.0000000,-122.3974544,37.7926642,4.9470000
MsgID.LOCAL_VELOCITY,0.0000000,2.2300000,0.3400000,-0.0600000
MsgID.LOCAL_POSITION,51.5200000,20.4250221,-0.0983384,-4.9473696
MsgID.LOCAL_VELOCITY,51.5200000,2.2319789,0.3469254,-0.0651274
MsgID.GLOBAL_POSITION,0.0000000,-122.3974526,37.7926702,4.9420000
MsgID.LOCAL_VELOCITY,0.0000000,1.9500000,0.2600000,-0.1700000
MsgID.LOCAL_POSITION,51.7700000,21.0829430,0.0601245,-4.9421110
MsgID.LOCAL_VELOCITY,51.7700000,1.9586513,0.2613495,-0.1794019
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7926751,4.9500000
MsgID.LOCAL_VELOCITY,0.0000000,2.1600000,0.0300000,-0.1800000
MsgID.LOCAL_POSITION,52.0200000,21.6337643,0.2862474,-4.9501476
MsgID.LOCAL_VELOCITY,52.0200000,2.1629610,0.0377202,-0.1803286
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7926794,4.9590000
MsgID.LOCAL_VELOCITY,0.0000000,2.4400000,-0.2000000,-0.1700000
MsgID.LOCAL_POSITION,52.2710000,22.1036148,0.1490896,-4.9595385
MsgID.LOCAL_VELOCITY,52.2710000,2.4469488,-0.2089119,-0.1710589
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7926841,4.9550000
MsgID.LOCAL_VELOCITY,0.0000000,2.3400000,-0.2400000,-0.1200000
MsgID.LOCAL_POSITION,52.5210000,22.6315022,0.0637973,-4.9554901
MsgID.LOCAL_VELOCITY,52.5210000,2.3482139,-0.2477028,-0.1271565
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7926895,4.9690000
MsgID.LOCAL_VELOCITY,0.0000000,2.4800000,-0.1800000,-0.1500000
MsgID.LOCAL_POSITION,52.7710000,23.2281990,0.0433749,-4.9698014
MsgID.LOCAL_VELOCITY,52.7710000,2.4826589,-0.1832695,-0.1596936
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7926952,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,2.2700000,-0.1300000,-0.0300000
MsgID.LOCAL_POSITION,53.0210000,23.8681393,0.0691693,-4.9810796
MsgID.LOCAL_VELOCITY,53.0210000,2.2713754,-0.1330148,-0.0393348
MsgID.GLOBAL_POSITION,0.0000000,-122.3974524,37.7926995,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,2.2100000,-0.1200000,0.0900000
MsgID.LOCAL_POSITION,53.2710000,24.3413754,0.0797122,-4.9810033
MsgID.LOCAL_VELOCITY,53.2710000,2.2149272,-0.1214923,0.0939008
MsgID.GLOBAL_POSITION,0.0000000,-122.3974534,37.7927033,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,2.0100000,-0.1200000,0.0600000
MsgID.LOCAL_POSITION,53.5210000,24.7693176,-0.0117794,-4.9815364
MsgID.LOCAL_VELOCITY,53.5210000,2.0182307,-0.1232148,0.0610420
MsgID.GLOBAL_POSITION,0.0000000,-122.3974555,37.7927079,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,2.1600000,-0.0600000,0.2100000
MsgID.LOCAL_POSITION,53.7710000,25.2718983,-0.1955524,-5.0019779
MsgID.LOCAL_VELOCITY,53.7710000,2.1602077,-0.0609036,0.2136314
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974557,37.7927143,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,2.0700000,0.1400000,0.2700000
MsgID.LOCAL_POSITION,54.0210000,25.9868355,-0.2162636,-4.9991713
MsgID.LOCAL_VELOCITY,54.0210000,2.0727093,0.1480373,0.2722794
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7927200,4.9910000
MsgID.LOCAL_VELOCITY,0.0000000,2.0300000,0.2500000,0.1700000
MsgID.LOCAL_POSITION,54.2710000,26.6179485,0.0458936,-4.9913721
MsgID.LOCAL_VELOCITY,54.2710000,2.0311997,0.2539606,0.1705177
MsgID.GLOBAL_POSITION,0.0000000,-122.3974522,37.7927243,4.9950000
MsgID.LOCAL_VELOCITY,0.0000000,1.5700000,0.1000000,0.2100000
MsgID.LOCAL_POSITION,54.5210000,27.0974979,0.0975992,-4.9952908
MsgID.LOCAL_VELOCITY,54.5210000,1.5719752,0.1010136,0.2162835
MsgID.GLOBAL_POSITION,0.0000000,-122.3974538,37.7927268,4.9780000
MsgID.LOCAL_VELOCITY,0.0000000,1.9300000,-0.0300000,0.1100000
MsgID.LOCAL_POSITION,54.7720000,27.3756943,-0.0514368,-4.9784589
MsgID.LOCAL_VELOCITY,54.7720000,1.9302735,-0.0358576,0.1116603
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,55.0220000,27.8618317,-0.1421204,-4.9724293
MsgID.LOCAL_VELOCITY,55.0220000,2.6304467,0.0409730,0.0091214
MsgID.GLOBAL_POSITION,0.0000000,-122.3974549,37.7927312,4.9720000
MsgID.LOCAL_VELOCITY,0.0000000,2.6300000,0.0400000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7927369,4.9580000
MsgID.LOCAL_VELOCITY,0.0000000,2.3900000,0.1400000,0.0000000
MsgID.LOCAL_POSITION,55.2720000,28.4925690,-0.0308382,-4.9589858
MsgID.LOCAL_VELOCITY,55.2720000,2.3973877,0.1414702,0.0095034
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7927422,4.9470000
MsgID.LOCAL_VELOCITY,0.0000000,1.8500000,0.0800000,-0.2000000
MsgID.LOCAL_POSITION,55.5220000,29.0898628,0.0706759,-4.9470034
MsgID.LOCAL_VELOCITY,55.5220000,1.8554094,0.0861265,-0.2092284
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7927464,4.9660000
MsgID.LOCAL_VELOCITY,0.0000000,2.0800000,-0.0100000,-0.2500000
MsgID.LOCAL_POSITION,55.7720000,29.5518284,0.1049753,-4.9661670
MsgID.LOCAL_VELOCITY,55.7720000,2.0867767,-0.0115529,-0.2510910
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7927520,4.9670000
MsgID.LOCAL_VELOCITY,0.0000000,2.4300000,-0.1200000,-0.1100000
MsgID.LOCAL_POSITION,56.0220000,30.1728134,0.1894826,-4.9673600
MsgID.LOCAL_VELOCITY,56.0220000,2.4381804,-0.1204480,-0.1126628
MsgID.GLOBAL_POSITION,0.0000000,-122.3974543,37.7927569,4.9610000
MsgID.LOCAL_VELOCITY,0.0000000,2.2500000,-0.2000000,-0.1900000
MsgID.LOCAL_POSITION,56.2720000,30.7160263,-0.0922907,-4.9618449
MsgID.LOCAL_VELOCITY,56.2720000,2.2591488,-0.2000485,-0.1936290
MsgID.GLOBAL_POSITION,0.0000000,-122.3974533,37.7927624,4.9660000
MsgID.LOCAL_VELOCITY,0.0000000,2.2700000,-0.0400000,-0.1600000
MsgID.LOCAL_POSITION,56.5220000,31.3268566,-0.0021648,-4.9667006
MsgID.LOCAL_VELOCITY,56.5220000,2.2728601,-0.0403128,-0.1686213
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7927671,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,2.0500000,0.0000000,-0.1500000
MsgID.LOCAL_POSITION,56.7720000,31.8589439,0.0836428,-4.9815664
MsgID.LOCAL_VELOCITY,56.7720000,2.0566127,-0.0013675,-0.1582269
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,57.0220000,32.5308113,-0.0318824,-4.9887176
MsgID.LOCAL_VELOCITY,57.0220000,2.0430558,-0.0440274,0.0413137
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7927732,4.9880000
MsgID.LOCAL_VELOCITY,0.0000000,2.0400000,-0.0400000,0.0400000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7927759,4.9820000
MsgID.LOCAL_VELOCITY,0.0000000,1.7200000,-0.0100000,0.1000000
MsgID.LOCAL_POSITION,57.2720000,32.8301620,0.1063909,-4.9825535
MsgID.LOCAL_VELOCITY,57.2720000,1.7272158,-0.0199999,0.1039025
MsgID.GLOBAL_POSITION,0.0000000,-122.3974534,37.7927791,4.9980000
MsgID.LOCAL_VELOCITY,0.0000000,1.9000000,-0.0800000,0.0400000
MsgID.LOCAL_POSITION,57.5230000,33.1826973,-0.0105877,-4.9988322
MsgID.LOCAL_VELOCITY,57.5230000,1.9045421,-0.0846940,0.0498647
MsgID.GLOBAL_POSITION,0.0000000,-122.3974541,37.7927839,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,2.0000000,-0.0500000,0.1800000
MsgID.LOCAL_POSITION,57.7730000,33.7213707,-0.0723557,-5.0090322
MsgID.LOCAL_VELOCITY,57.7730000,2.0044196,-0.0504687,0.1875825
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974541,37.7927897,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,2.1800000,0.0400000,0.2100000
MsgID.LOCAL_POSITION,58.0230000,34.3597984,-0.0727876,-4.9902449
MsgID.LOCAL_VELOCITY,58.0230000,2.1873908,0.0435550,0.2100615
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7927936,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,1.9700000,0.0900000,0.0700000
MsgID.LOCAL_POSITION,58.2730000,34.7995224,-0.0562079,-4.9816775
MsgID.LOCAL_VELOCITY,58.2730000,1.9721113,0.0922166,0.0726808
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7927985,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,2.0600000,0.1000000,0.0400000
MsgID.LOCAL_POSITION,58.5230000,35.3399773,-0.0288293,-4.9810352
MsgID.LOCAL_VELOCITY,58.5230000,2.0689049,0.1003922,0.0499245
MsgID.GLOBAL_POSITION,0.0000000,-122.3974534,37.7928027,4.9710000
MsgID.LOCAL_VELOCITY,0.0000000,1.9500000,0.0700000,-0.0400000
MsgID.LOCAL_POSITION,58.7730000,35.8044777,-0.0087129,-4.9717102
MsgID.LOCAL_VELOCITY,58.7730000,1.9535004,0.0741490,-0.0437972
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974532,37.7928075,4.9690000
MsgID.LOCAL_VELOCITY,0.0000000,2.0700000,0.0300000,-0.1100000
MsgID.LOCAL_POSITION,59.0230000,36.3464241,0.0020646,-4.9697490
MsgID.LOCAL_VELOCITY,59.0230000,2.0746601,0.0382625,-0.1102419
MsgID.GLOBAL_POSITION,0.0000000,-122.3974545,37.7928122,4.9680000
MsgID.LOCAL_VELOCITY,0.0000000,1.9400000,0.0200000,-0.1100000
MsgID.LOCAL_POSITION,59.2730000,36.8638725,-0.1093739,-4.9681211
MsgID.LOCAL_VELOCITY,59.2730000,1.9414996,0.0258682,-0.1118178
MsgID.GLOBAL_POSITION,0.0000000,-122.3974538,37.7928178,4.9740000
MsgID.LOCAL_VELOCITY,0.0000000,2.0100000,0.1000000,-0.1400000
MsgID.LOCAL_POSITION,59.5230000,37.4916153,-0.0524379,-4.9745088
MsgID.LOCAL_VELOCITY,59.5230000,2.0103507,0.1044959,-0.1441779
MsgID.GLOBAL_POSITION,0.0000000,-122.3974529,37.7928203,4.9650000
MsgID.LOCAL_VELOCITY,0.0000000,1.7900000,0.1000000,-0.0800000
MsgID.LOCAL_POSITION,59.7730000,37.7673378,0.0317663,-4.9654579
MsgID.LOCAL_VELOCITY,59.7730000,1.7904843,0.1030461,-0.0803063
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7928244,4.9670000
MsgID.LOCAL_VELOCITY,0.0000000,2.0100000,0.0200000,-0.1400000
MsgID.LOCAL_POSITION,60.0230000,38.2239151,0.0712040,-4.9670696
MsgID.LOCAL_VELOCITY,60.0230000,2.0138509,0.0248615,-0.1421186
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7928296,4.9880000
MsgID.LOCAL_VELOCITY,0.0000000,2.0400000,-0.0400000,-0.0700000
MsgID.LOCAL_POSITION,60.2740000,38.8039055,0.1035186,-4.9883361
MsgID.LOCAL_VELOCITY,60.2740000,2.0470121,-0.0442522,-0.0769112
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7928360,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,2.1000000,-0.1100000,0.0200000
MsgID.LOCAL_POSITION,60.5240000,39.5073929,0.1276078,-4.9972382
MsgID.LOCAL_VELOCITY,60.5240000,2.1084919,-0.1137262,0.0208846
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7928391,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,1.8200000,-0.1600000,0.0800000
MsgID.LOCAL_POSITION,60.7740000,39.8505516,0.1540238,-5.0011725
MsgID.LOCAL_VELOCITY,60.7740000,1.8270288,-0.1679469,0.0812549
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974536,37.7928426,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,1.9300000,-0.1900000,0.1300000
MsgID.LOCAL_POSITION,61.0240000,40.2428818,-0.0317020,-4.9999461
MsgID.LOCAL_VELOCITY,61.0240000,1.9360580,-0.1992504,0.1393008
MsgID.GLOBAL_POSITION,0.0000000,-122.3974541,37.7928470,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,1.9800000,-0.0900000,0.1200000
MsgID.LOCAL_POSITION,61.2740000,40.7376556,-0.0719012,-5.0003247
MsgID.LOCAL_VELOCITY,61.2740000,1.9866828,-0.0907025,0.1235787
MsgID.GLOBAL_POSITION,0.0000000,-122.3974541,37.7928521,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,2.1700000,0.0200000,0.1300000
MsgID.LOCAL_POSITION,61.5240000,41.2925262,-0.0788990,-5.0015745
MsgID.LOCAL_VELOCITY,61.5240000,2.1731446,0.0263188,0.1351442
MsgID.GLOBAL_POSITION,0.0000000,-122.3974540,37.7928565,4.9880000
MsgID.LOCAL_VELOCITY,0.0000000,2.0300000,0.0800000,0.1400000
MsgID.LOCAL_POSITION,61.7740000,41.7859840,-0.0648853,-4.9881620
MsgID.LOCAL_VELOCITY,61.7740000,2.0347941,0.0866118,0.1483667
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974533,37.7928615,4.9830000
MsgID.LOCAL_VELOCITY,0.0000000,2.1300000,0.1000000,0.0000000
MsgID.LOCAL_POSITION,62.0240000,42.3408890,-0.0071269,-4.9832549
MsgID.LOCAL_VELOCITY,62.0240000,2.1360734,0.1021701,0.0059529
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7928656,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,1.9800000,0.0500000,-0.0700000
MsgID.LOCAL_POSITION,62.2750000,42.7999458,0.0213720,-4.9906902
MsgID.LOCAL_VELOCITY,62.2750000,1.9824148,0.0592432,-0.0755843
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7928706,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,2.0800000,0.0100000,0.0000000
MsgID.LOCAL_POSITION,62.5250000,43.3500557,-0.0537619,-4.9879704
MsgID.LOCAL_VELOCITY,62.5250000,2.0829072,0.0107366,-0.0040523
MsgID.GLOBAL_POSITION,0.0000000,-122.3974550,37.7928756,4.9820000
MsgID.LOCAL_VELOCITY,0.0000000,1.9500000,0.0500000,0.0000000
MsgID.LOCAL_POSITION,62.7750000,43.9133568,-0.1572869,-4.9822936
MsgID.LOCAL_VELOCITY,62.7750000,1.9538575,0.0507195,-0.0062425
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974530,37.7928798,4.9940000
MsgID.LOCAL_VELOCITY,0.0000000,1.9800000,0.1400000,0.0000000
MsgID.LOCAL_POSITION,63.0250000,44.3750458,0.0215244,-4.9942503
MsgID.LOCAL_VELOCITY,63.0250000,1.9815273,0.1465295,-0.0096018
MsgID.GLOBAL_POSITION,0.0000000,-122.3974524,37.7928850,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,1.8500000,0.0700000,0.1200000
MsgID.LOCAL_POSITION,63.2760000,44.9540749,0.0735021,-5.0007229
MsgID.LOCAL_VELOCITY,63.2760000,1.8526932,0.0781372,0.1285497
MsgID.GLOBAL_POSITION,0.0000000,-122.3974526,37.7928896,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,1.9200000,-0.0200000,0.0400000
MsgID.LOCAL_POSITION,63.5260000,45.4694176,0.0573646,-4.9998231
MsgID.LOCAL_VELOCITY,63.5260000,1.9200500,-0.0295335,0.0415525
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7928930,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,1.7500000,-0.0600000,0.1000000
MsgID.LOCAL_POSITION,63.7760000,45.8462219,0.0517908,-5.0096221
MsgID.LOCAL_VELOCITY,63.7760000,1.7532866,-0.0695108,0.1070392
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7928953,4.9980000
MsgID.LOCAL_VELOCITY,0.0000000,1.9400000,-0.0900000,0.1800000
MsgID.LOCAL_POSITION,64.0260000,46.0994110,0.1511210,-4.9981351
MsgID.LOCAL_VELOCITY,64.0260000,1.9426206,-0.0936275,0.1885945
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7928993,4.9960000
MsgID.LOCAL_VELOCITY,0.0000000,2.0900000,-0.1800000,0.0900000
MsgID.LOCAL_POSITION,64.2760000,46.5456505,0.1616283,-4.9969549
MsgID.LOCAL_VELOCITY,64.2760000,2.0997348,-0.1835867,0.0884939
MsgID.GLOBAL_POSITION,0.0000000,-122.3974544,37.7929051,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,2.4200000,-0.2100000,0.0700000
MsgID.LOCAL_POSITION,64.5260000,47.1853294,-0.1021920,-4.9931135
MsgID.LOCAL_VELOCITY,64.5260000,2.4298437,-0.2169651,0.0741362
MsgID.GLOBAL_POSITION,0.0000000,-122.3974552,37.7929115,4.9800000
MsgID.LOCAL_VELOCITY,0.0000000,2.2700000,-0.0300000,0.0000000
MsgID.LOCAL_POSITION,64.7760000,47.9010811,-0.1701354,-4.9805465
MsgID.LOCAL_VELOCITY,64.7760000,2.2734344,-0.0299217,0.0077972
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974535,37.7929160,4.9730000
MsgID.LOCAL_VELOCITY,0.0000000,2.1500000,0.1400000,-0.0900000
MsgID.LOCAL_POSITION,65.0260000,48.3967590,-0.0217494,-4.9732661
MsgID.LOCAL_VELOCITY,65.0260000,2.1543183,0.1440503,-0.0906357
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7929200,4.9820000
MsgID.LOCAL_VELOCITY,0.0000000,1.8900000,0.0900000,-0.1300000
MsgID.LOCAL_POSITION,65.2760000,48.8499489,0.1399484,-4.9827719
MsgID.LOCAL_VELOCITY,65.2760000,1.8954939,0.0919224,-0.1373951
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7929252,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,2.0100000,-0.0600000,-0.0600000
MsgID.LOCAL_POSITION,65.5260000,49.4197807,-0.0365352,-4.9760103
MsgID.LOCAL_VELOCITY,65.5260000,2.0173788,-0.0603310,-0.0653997
MsgID.GLOBAL_POSITION,0.0000000,-122.3974555,37.7929308,4.9700000
MsgID.LOCAL_VELOCITY,0.0000000,1.5300000,-0.4200000,-0.1700000
MsgID.LOCAL_POSITION,65.7760000,50.0390472,-0.1978517,-4.9705591
MsgID.LOCAL_VELOCITY,65.7760000,1.5365838,-0.4295310,-0.1770267
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974551,37.7929335,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,1.0100000,-0.9700000,-0.1300000
MsgID.LOCAL_POSITION,66.0260000,50.3456650,-0.1596576,-4.9761524
MsgID.LOCAL_VELOCITY,66.0260000,1.0103048,-0.9793527,-0.1371627
MsgID.GLOBAL_POSITION,0.0000000,-122.3974588,37.7929351,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,1.1500000,-1.2200000,-0.1100000
MsgID.LOCAL_POSITION,66.2760000,50.5175056,-0.4950294,-4.9818387
MsgID.LOCAL_VELOCITY,66.2760000,1.1534479,-1.2249831,-0.1204166
MsgID.GLOBAL_POSITION,0.0000000,-122.3974632,37.7929359,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,1.0400000,-1.5200000,-0.0900000
MsgID.LOCAL_POSITION,66.5260000,50.6104660,-0.8861539,-4.9814024
MsgID.LOCAL_VELOCITY,66.5260000,1.0427994,-1.5251107,-0.0910034
MsgID.GLOBAL_POSITION,0.0000000,-122.3974675,37.7929397,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,0.8000000,-1.7700000,-0.1300000
MsgID.LOCAL_POSITION,66.7760000,51.0323257,-1.2667865,-4.9761734
MsgID.LOCAL_VELOCITY,66.7760000,0.8048634,-1.7706747,-0.1400298
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974719,37.7929425,4.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.7400000,-1.5400000,-0.0700000
MsgID.LOCAL_POSITION,67.0270000,51.3385162,-1.6558778,-4.9869056
MsgID.LOCAL_VELOCITY,67.0270000,0.7449759,-1.5404534,-0.0759652
MsgID.GLOBAL_POSITION,0.0000000,-122.3974762,37.7929436,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,1.0400000,-1.4500000,-0.0400000
MsgID.LOCAL_POSITION,67.2770000,51.4654922,-2.0370932,-4.9871941
MsgID.LOCAL_VELOCITY,67.2770000,1.0504426,-1.4570791,-0.0458988
MsgID.GLOBAL_POSITION,0.0000000,-122.3974805,37.7929452,4.9850000
MsgID.LOCAL_VELOCITY,0.0000000,1.0100000,-1.5700000,-0.0300000
MsgID.LOCAL_POSITION,67.5270000,51.6463699,-2.4247401,-4.9853129
MsgID.LOCAL_VELOCITY,67.5270000,1.0176290,-1.5726336,-0.0399445
MsgID.GLOBAL_POSITION,0.0000000,-122.3974834,37.7929475,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,1.1000000,-1.3000000,-0.0500000
MsgID.LOCAL_POSITION,67.7770000,51.8946609,-2.6792927,-4.9999785
MsgID.LOCAL_VELOCITY,67.7770000,1.1105278,-1.3046898,-0.0527643
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974867,37.7929506,5.0080000
MsgID.LOCAL_VELOCITY,0.0000000,1.6200000,-0.9200000,0.1000000
MsgID.LOCAL_POSITION,68.0270000,52.2427216,-2.9699135,-5.0082278
MsgID.LOCAL_VELOCITY,68.0270000,1.6251603,-0.9240364,0.1033201
MsgID.GLOBAL_POSITION,0.0000000,-122.3974910,37.7929543,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,1.5200000,-0.8700000,0.1000000
MsgID.LOCAL_POSITION,68.2770000,52.6584511,-3.3593628,-5.0019488
MsgID.LOCAL_VELOCITY,68.2770000,1.5233576,-0.8727028,0.1091615
MsgID.GLOBAL_POSITION,0.0000000,-122.3974949,37.7929573,5.0100000
MsgID.LOCAL_VELOCITY,0.0000000,1.2700000,-1.0100000,0.0600000
MsgID.LOCAL_POSITION,68.5270000,52.9883575,-3.7017219,-5.0103626
